=== LOCAL MACHINE ROOT ===

Subject                                                                                                                                                                      Issuer                                                                                                                                                                       Thumbprint                               NotBefore            NotAfter            
-------                                                                                                                                                                      ------                                                                                                                                                                       ----------                               ---------            --------            
CN=Microsoft Root Certificate Authority, DC=microsoft, DC=com                                                                                                                CN=Microsoft Root Certificate Authority, DC=microsoft, DC=com                                                                                                                CDD4EEAE6000AC7F40C3802C171E30148030C072 10.05.2001. 01:19:22 10.05.2021. 01:28:13
CN=Symantec Root 2005 CA, O=Symantec Corporation, C=US                                                                                                                       CN=Symantec Root 2005 CA, O=Symantec Corporation, C=US                                                                                                                       C9AB582BF062FF9D702C7666CA2B9AC49552628B 24.08.2005. 02:00:00 24.08.2020. 01:59:59
CN=Thawte Timestamping CA, OU=Thawte Certification, O=Thawte, L=Durbanville, S=Western Cape, C=ZA                                                                            CN=Thawte Timestamping CA, OU=Thawte Certification, O=Thawte, L=Durbanville, S=Western Cape, C=ZA                                                                            BE36A4562FB2EE05DBB3D32323ADF445084ED656 01.01.1997. 01:00:00 01.01.2021. 00:59:59
CN=DigiCert Trusted Root G4, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                       CN=DigiCert Trusted Root G4, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                       DDFB16CD4931C973A2037D3FC83A4D7D775D05E4 01.08.2013. 14:00:00 15.01.2038. 13:00:00
CN=DST Root CA X3, O=Digital Signature Trust Co.                                                                                                                             CN=DST Root CA X3, O=Digital Signature Trust Co.                                                                                                                             DAC9024F54D8F6DF94935FB1732638CA6AD77C13 30.09.2000. 23:12:19 30.09.2021. 16:01:15
CN=SwissSign Gold CA - G2, O=SwissSign AG, C=CH                                                                                                                              CN=SwissSign Gold CA - G2, O=SwissSign AG, C=CH                                                                                                                              D8C5388AB7301B1B6ED47AE645253A6F9F1A2761 25.10.2006. 10:30:35 25.10.2036. 10:30:35
CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3                                                                                                                      CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3                                                                                                                      D69B561148F01C77C54578C10926DF5B856976AD 18.03.2009. 11:00:00 18.03.2029. 11:00:00
CN=Baltimore CyberTrust Root, OU=CyberTrust, O=Baltimore, C=IE                                                                                                               CN=Baltimore CyberTrust Root, OU=CyberTrust, O=Baltimore, C=IE                                                                                                               D4DE20D05E66FC53FE1A50882C78DB2852CAE474 12.05.2000. 20:46:00 13.05.2025. 01:59:00
OU=Equifax Secure Certificate Authority, O=Equifax, C=US                                                                                                                     OU=Equifax Secure Certificate Authority, O=Equifax, C=US                                                                                                                     D23209AD23D314232174E40D7F9D62139786633A 22.08.1998. 18:41:51 22.08.2018. 18:41:51
CN=AAA Certificate Services, O=Comodo CA Limited, L=Salford, S=Greater Manchester, C=GB                                                                                      CN=AAA Certificate Services, O=Comodo CA Limited, L=Salford, S=Greater Manchester, C=GB                                                                                      D1EB23A46D17D68FD92564C2F1F1601764D8E349 01.01.2004. 01:00:00 01.01.2029. 00:59:59
CN=USERTrust ECC Certification Authority, O=The USERTRUST Network, L=Jersey City, S=New Jersey, C=US                                                                         CN=USERTrust ECC Certification Authority, O=The USERTRUST Network, L=Jersey City, S=New Jersey, C=US                                                                         D1CBCA5DB2D52A7F693B674DE5F05A1D0C957DF0 01.02.2010. 01:00:00 19.01.2038. 00:59:59
CN=TWCA Root Certification Authority, OU=Root CA, O=TAIWAN-CA, C=TW                                                                                                          CN=TWCA Root Certification Authority, OU=Root CA, O=TAIWAN-CA, C=TW                                                                                                          CF9E876DD3EBFC422697A3B5A37AA076A9062348 28.08.2008. 09:24:33 31.12.2030. 16:59:59
CN=ISRG Root X1, O=Internet Security Research Group, C=US                                                                                                                    CN=ISRG Root X1, O=Internet Security Research Group, C=US                                                                                                                    CABD2A79A1076A31F21D253635CB039D4329A5E8 04.06.2015. 13:04:38 04.06.2035. 13:04:38
CN=SSL.com Root Certification Authority RSA, O=SSL Corporation, L=Houston, S=Texas, C=US                                                                                     CN=SSL.com Root Certification Authority RSA, O=SSL Corporation, L=Houston, S=Texas, C=US                                                                                     B7AB3308D1EA4477BA1480125A6FBDA936490CBB 12.02.2016. 18:39:39 12.02.2041. 18:39:39
CN=Starfield Root Certificate Authority - G2, O="Starfield Technologies, Inc.", L=Scottsdale, S=Arizona, C=US                                                                CN=Starfield Root Certificate Authority - G2, O="Starfield Technologies, Inc.", L=Scottsdale, S=Arizona, C=US                                                                B51C067CEE2B0C3DF855AB2D92F4FE39D4E70F0E 01.09.2009. 02:00:00 01.01.2038. 00:59:59
CN=Entrust Root Certification Authority, OU="(c) 2006 Entrust, Inc.", OU=www.entrust.net/CPS is incorporated by reference, O="Entrust, Inc.", C=US                           CN=Entrust Root Certification Authority, OU="(c) 2006 Entrust, Inc.", OU=www.entrust.net/CPS is incorporated by reference, O="Entrust, Inc.", C=US                           B31EB1B740E36C8402DADC37D44DF5D4674952F9 27.11.2006. 21:23:42 27.11.2026. 21:53:42
CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE                                                                                                                  CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE                                                                                                                  B1BC968BD4F49D622AA89A81F2150152A41D829C 01.09.1998. 14:00:00 28.01.2028. 13:00:00
CN=COMODO RSA Certification Authority, O=COMODO CA Limited, L=Salford, S=Greater Manchester, C=GB                                                                            CN=COMODO RSA Certification Authority, O=COMODO CA Limited, L=Salford, S=Greater Manchester, C=GB                                                                            AFE5D244A8D1194230FF479FE2F897BBCD7A8CB4 19.01.2010. 01:00:00 19.01.2038. 00:59:59
CN=Sectigo Public Server Authentication Root R46, O=Sectigo Limited, C=GB                                                                                                    CN=Sectigo Public Server Authentication Root R46, O=Sectigo Limited, C=GB                                                                                                    AD98F9F3E47D753B65D482B3A45217BB6EF5E438 22.03.2021. 01:00:00 22.03.2046. 00:59:59
OU=Starfield Class 2 Certification Authority, O="Starfield Technologies, Inc.", C=US                                                                                         OU=Starfield Class 2 Certification Authority, O="Starfield Technologies, Inc.", C=US                                                                                         AD7E1C28B064EF8F6003402014C3D0E3370EB58A 29.06.2004. 19:39:16 29.06.2034. 19:39:16
CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                        CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                        A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436 10.11.2006. 01:00:00 10.11.2031. 01:00:00
CN=GTE CyberTrust Global Root, OU="GTE CyberTrust Solutions, Inc.", O=GTE Corporation, C=US                                                                                  CN=GTE CyberTrust Global Root, OU="GTE CyberTrust Solutions, Inc.", O=GTE Corporation, C=US                                                                                  97817950D81C9670CC34D809CF794431367EF474 13.08.1998. 02:29:00 14.08.2018. 01:59:00
CN=thawte Primary Root CA, OU="(c) 2006 thawte, Inc. - For authorized use only", OU=Certification Services Division, O="thawte, Inc.", C=US                                  CN=thawte Primary Root CA, OU="(c) 2006 thawte, Inc. - For authorized use only", OU=Certification Services Division, O="thawte, Inc.", C=US                                  91C6D6EE3E8AC86384E548C299295C756C817B81 17.11.2006. 01:00:00 17.07.2036. 01:59:59
CN=Entrust Root Certification Authority - G2, OU="(c) 2009 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US             CN=Entrust Root Certification Authority - G2, OU="(c) 2009 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US             8CF427FD790C3AD166068DE81E57EFBB932272D4 07.07.2009. 19:25:54 07.12.2030. 18:55:54
CN=SecureTrust CA, O=SecureTrust Corporation, C=US                                                                                                                           CN=SecureTrust CA, O=SecureTrust Corporation, C=US                                                                                                                           8782C6C304353BCFD29692D2593E7D44D934FF11 07.11.2006. 20:31:18 31.12.2029. 20:40:55
CN=DigiCert Global Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                        CN=DigiCert Global Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                        7E04DE896A3E666D00E687D33FFAD93BE83D349E 01.08.2013. 14:00:00 15.01.2038. 13:00:00
CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R2                                                                                                                      CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R2                                                                                                                      75E0ABB6138512271C04F85FDDDE38E4B7242EFE 15.12.2006. 09:00:00 15.12.2021. 09:00:00
OU=Class 3 Public Primary Certification Authority, O="VeriSign, Inc.", C=US                                                                                                  OU=Class 3 Public Primary Certification Authority, O="VeriSign, Inc.", C=US                                                                                                  742C3192E607E424EB4549542BE1BBC53E6174E2 29.01.1996. 01:00:00 02.08.2028. 01:59:59
E=premium-server@thawte.com, CN=Thawte Premium Server CA, OU=Certification Services Division, O=Thawte Consulting cc, L=Cape Town, S=Western Cape, C=ZA                      E=premium-server@thawte.com, CN=Thawte Premium Server CA, OU=Certification Services Division, O=Thawte Consulting cc, L=Cape Town, S=Western Cape, C=ZA                      627F8D7827656399D27D7F9044C9FEB3F33EFA9A 01.08.1996. 02:00:00 01.01.2021. 00:59:59
CN=Certum CA, O=Unizeto Sp. z o.o., C=PL                                                                                                                                     CN=Certum CA, O=Unizeto Sp. z o.o., C=PL                                                                                                                                     6252DC40F71143A22FDE9EF7348E064251B18118 11.06.2002. 12:46:39 11.06.2027. 12:46:39
CN=DigiCert High Assurance EV Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                             CN=DigiCert High Assurance EV Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                             5FB7EE0633E259DBAD0C4C9AE6D38F1A61C7DC25 10.11.2006. 01:00:00 10.11.2031. 01:00:00
CN=T-TeleSec GlobalRoot Class 2, OU=T-Systems Trust Center, O=T-Systems Enterprise Services GmbH, C=DE                                                                       CN=T-TeleSec GlobalRoot Class 2, OU=T-Systems Trust Center, O=T-Systems Enterprise Services GmbH, C=DE                                                                       590D2D7D884F402E617EA562321765CF17D894E9 01.10.2008. 12:40:14 02.10.2033. 01:59:59
CN=T-TeleSec GlobalRoot Class 3, OU=T-Systems Trust Center, O=T-Systems Enterprise Services GmbH, C=DE                                                                       CN=T-TeleSec GlobalRoot Class 3, OU=T-Systems Trust Center, O=T-Systems Enterprise Services GmbH, C=DE                                                                       55A6723ECBF2ECCDC3237470199D2ABE11E381D1 01.10.2008. 12:29:56 02.10.2033. 01:59:59
CN=Entrust.net Certification Authority (2048), OU=(c) 1999 Entrust.net Limited, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), O=Entrust.net                    CN=Entrust.net Certification Authority (2048), OU=(c) 1999 Entrust.net Limited, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), O=Entrust.net                    503006091D97D4F5AE39F7CBE7927D7D652D3431 24.12.1999. 18:50:51 24.07.2029. 16:15:12
CN=VeriSign Class 3 Public Primary Certification Authority - G5, OU="(c) 2006 VeriSign, Inc. - For authorized use only", OU=VeriSign Trust Network, O="VeriSign, Inc.", C=US CN=VeriSign Class 3 Public Primary Certification Authority - G5, OU="(c) 2006 VeriSign, Inc. - For authorized use only", OU=VeriSign Trust Network, O="VeriSign, Inc.", C=US 4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5 08.11.2006. 01:00:00 17.07.2036. 01:59:59
CN=Go Daddy Root Certificate Authority - G2, O="GoDaddy.com, Inc.", L=Scottsdale, S=Arizona, C=US                                                                            CN=Go Daddy Root Certificate Authority - G2, O="GoDaddy.com, Inc.", L=Scottsdale, S=Arizona, C=US                                                                            47BEABC922EAE80E78783462A79F45C254FDE68B 01.09.2009. 02:00:00 01.01.2038. 00:59:59
CN=VeriSign Universal Root Certification Authority, OU="(c) 2008 VeriSign, Inc. - For authorized use only", OU=VeriSign Trust Network, O="VeriSign, Inc.", C=US              CN=VeriSign Universal Root Certification Authority, OU="(c) 2008 VeriSign, Inc. - For authorized use only", OU=VeriSign Trust Network, O="VeriSign, Inc.", C=US              3679CA35668772304D30A5FB873B0FA77BB70D54 02.04.2008. 02:00:00 02.12.2037. 00:59:59
CN=GeoTrust Primary Certification Authority, O=GeoTrust Inc., C=US                                                                                                           CN=GeoTrust Primary Certification Authority, O=GeoTrust Inc., C=US                                                                                                           323C118E1BF7B8B65254E2E2100DD6029037F096 27.11.2006. 01:00:00 17.07.2036. 01:59:59
CN=USERTrust RSA Certification Authority, O=The USERTRUST Network, L=Jersey City, S=New Jersey, C=US                                                                         CN=USERTrust RSA Certification Authority, O=The USERTRUST Network, L=Jersey City, S=New Jersey, C=US                                                                         2B8F1B57330DBBA2D07A6C51F70EE90DDAB9AD8E 01.02.2010. 01:00:00 19.01.2038. 00:59:59
OU=Go Daddy Class 2 Certification Authority, O="The Go Daddy Group, Inc.", C=US                                                                                              OU=Go Daddy Class 2 Certification Authority, O="The Go Daddy Group, Inc.", C=US                                                                                              2796BAE63F1801E277261BA0D77770028F20EEE4 29.06.2004. 19:06:20 29.06.2034. 19:06:20
OU=VeriSign Commercial Software Publishers CA, O="VeriSign, Inc.", L=Internet                                                                                                OU=VeriSign Commercial Software Publishers CA, O="VeriSign, Inc.", L=Internet                                                                                                24A40A1F573643A67F0A4B0749F6A22BF28ABB6B 09.04.1996. 02:00:00 08.01.2004. 00:59:59
CN=Certum Trusted Network CA, OU=Certum Certification Authority, O=Unizeto Technologies S.A., C=PL                                                                           CN=Certum Trusted Network CA, OU=Certum Certification Authority, O=Unizeto Technologies S.A., C=PL                                                                           07E032E020B72C3F192F0628A2593A19A70F069E 22.10.2008. 14:07:37 31.12.2029. 13:07:37
CN=DigiCert Assured ID Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                    CN=DigiCert Assured ID Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US                                                                                                    0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43 10.11.2006. 01:00:00 10.11.2031. 01:00:00
CN=GeoTrust Primary Certification Authority - G3, OU=(c) 2008 GeoTrust Inc. - For authorized use only, O=GeoTrust Inc., C=US                                                 CN=GeoTrust Primary Certification Authority - G3, OU=(c) 2008 GeoTrust Inc. - For authorized use only, O=GeoTrust Inc., C=US                                                 039EEDB80BE7A03C6953893B20D2D9323A4C2AFD 02.04.2008. 02:00:00 02.12.2037. 00:59:59
CN=AddTrust External CA Root, OU=AddTrust External TTP Network, O=AddTrust AB, C=SE                                                                                          CN=AddTrust External CA Root, OU=AddTrust External TTP Network, O=AddTrust AB, C=SE                                                                                          02FAF3E291435468607857694DF5E45B68851868 30.05.2000. 12:48:38 30.05.2020. 12:48:38
CN=vpi-VPI-SERVER-CA, DC=vpi, DC=local                                                                                                                                       CN=vpi-VPI-SERVER-CA, DC=vpi, DC=local                                                                                                                                       BF45552FD881E84D380C52C2654346D06CA5351F 02.07.2019. 10:34:48 02.07.2024. 10:44:47
CN=vpi-VPI-SERVER-CA-1                                                                                                                                                       CN=vpi-VPI-SERVER-CA-1                                                                                                                                                       575E0925D21C06D2B4E7B7C3D11E0FDFF3AD5EEC 01.07.2019. 14:31:33 23.06.2059. 14:31:33
CN=vpi-VPI-SERVER-CA-1                                                                                                                                                       CN=vpi-VPI-SERVER-CA-1                                                                                                                                                       239EF8385C60CAC39A6801F620578D0CC6B505A6 18.01.2020. 09:51:41 10.01.2060. 09:51:41



=== LOCAL MACHINE CA ===

Subject                                                                                                                                                                   Issuer                                                                                            Thumbprint                               NotBefore            NotAfter            
-------                                                                                                                                                                   ------                                                                                            ----------                               ---------            --------            
CN=Root Agency                                                                                                                                                            CN=Root Agency                                                                                    FEE449EE0E3965A5246F000E87FDE2A065FD89D4 29.05.1996. 00:02:59 01.01.2040. 00:59:59
CN=vodoprivreda-buzet-VPI-SERVER-CA                                                                                                                                       CN=vodoprivreda-buzet-VPI-SERVER-CA                                                               F5A0E0F7265F97AB6ADF0DCD7F0E96BD97B6BC3D 02.07.2019. 10:07:15 01.06.2059. 19:42:41
CN=vodoprivreda-buzet-VPI-SERVER-CA                                                                                                                                       CN=vodoprivreda-buzet-VPI-SERVER-CA                                                               F39E05EABA3358A2B9D63AE9C83008BF9A33FABC 02.07.2019. 10:08:06 24.06.2059. 10:07:15
OU=www.verisign.com/CPS Incorp.by Ref. LIABILITY LTD.(c)97 VeriSign, OU=VeriSign International Server CA - Class 3, OU="VeriSign, Inc.", O=VeriSign Trust Network         OU=Class 3 Public Primary Certification Authority, O="VeriSign, Inc.", C=US                       D559A586669B08F46A30A133F8A9ED3D038E2EA8 17.04.1997. 02:00:00 25.10.2016. 01:59:59
CN=vpi-VPI-SERVER-CA, DC=vpi, DC=local                                                                                                                                    CN=vpi-VPI-SERVER-CA, DC=vpi, DC=local                                                            BF45552FD881E84D380C52C2654346D06CA5351F 02.07.2019. 10:34:48 02.07.2024. 10:44:47
CN=vodoprivreda-buzet-VPI-SERVER-CA                                                                                                                                       CN=vodoprivreda-buzet-VPI-SERVER-CA                                                               B39103348C4F1BB01EED50FE976598FB173C690E 09.06.2019. 19:42:41 01.06.2059. 19:42:41
CN=vodoprivreda-buzet-VPI-SERVER-CA                                                                                                                                       CN=vodoprivreda-buzet-VPI-SERVER-CA                                                               89D902E90D7F80AA13ECE824053887207012388A 02.07.2019. 10:07:15 01.06.2059. 19:42:41
CN=vodoprivreda-buzet-VPI-SERVER-CA                                                                                                                                       CN=vodoprivreda-buzet-VPI-SERVER-CA                                                               6B44085C1B6B792685D53430220C2A35E0E9BCEE 02.07.2019. 10:08:06 24.06.2059. 10:07:15
CN=vpi-VPI-SERVER-CA-1                                                                                                                                                    CN=vpi-VPI-SERVER-CA-1                                                                            575E0925D21C06D2B4E7B7C3D11E0FDFF3AD5EEC 01.07.2019. 14:31:33 23.06.2059. 14:31:33
CN=vodoprivreda-buzet-VPI-SERVER-CA                                                                                                                                       CN=vodoprivreda-buzet-VPI-SERVER-CA                                                               288F77AE15A9A0D2FF96EDD7F414E2520510828A 02.07.2019. 10:07:15 24.06.2059. 10:07:15
CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O="GoDaddy.com, Inc.", L=Scottsdale, S=Arizona, C=US                              CN=Go Daddy Root Certificate Authority - G2, O="GoDaddy.com, Inc.", L=Scottsdale, S=Arizona, C=US 27AC9369FAF25207BB2627CEFACCBE4EF9C319B8 03.05.2011. 09:00:00 03.05.2031. 09:00:00
CN=vpi-VPI-SERVER-CA-1                                                                                                                                                    CN=vpi-VPI-SERVER-CA-1                                                                            239EF8385C60CAC39A6801F620578D0CC6B505A6 18.01.2020. 09:51:41 10.01.2060. 09:51:41
CN=Microsoft Windows Hardware Compatibility, OU=Microsoft Corporation, OU=Microsoft Windows Hardware Compatibility Intermediate CA, OU=Copyright (c) 1997 Microsoft Corp. CN=Microsoft Root Authority, OU=Microsoft Corporation, OU=Copyright (c) 1997 Microsoft Corp.      109F1CAED645BB78B3EA2B94C0697C740733031C 01.10.1997. 09:00:00 31.12.2002. 08:00:00
CN=vodoprivreda-buzet-VPI-SERVER-CA                                                                                                                                       CN=vodoprivreda-buzet-VPI-SERVER-CA                                                               00D4F6C2880B982FC42A85817DF262725227B5A5 02.07.2019. 10:08:06 24.06.2059. 10:08:15
CN=vpi-VPI-SERVER-CA, DC=vpi, DC=local                                                                                                                                    CN=vpi-VPI-SERVER-CA, DC=vpi, DC=local                                                            BF45552FD881E84D380C52C2654346D06CA5351F 02.07.2019. 10:34:48 02.07.2024. 10:44:47
CN=vpi-VPI-SERVER-CA-1                                                                                                                                                    CN=vpi-VPI-SERVER-CA-1                                                                            575E0925D21C06D2B4E7B7C3D11E0FDFF3AD5EEC 01.07.2019. 14:31:33 23.06.2059. 14:31:33
CN=vpi-VPI-SERVER-CA-1                                                                                                                                                    CN=vpi-VPI-SERVER-CA-1                                                                            239EF8385C60CAC39A6801F620578D0CC6B505A6 18.01.2020. 09:51:41 10.01.2060. 09:51:41



